27,MAHARASHTRA                                       ,2730  ,SOLAPUR                                           ,2012-13,5558,6720,23,0,211,51,206,0,1451,2079,130,5,5547,508,4703,0,114,21,0,5,5,2,0,0,239,292,0,0,70,7,56,24,1839,2080,2,0,563,28,430,96,1942,2372,16,4,623,77,653,359,2107,2832,78,5,2664,312,2883,407,576,815,49,1,1651,122,829,157,7,8,4,0,33,6,12,0,1,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,4050,4829,66,9,4472,150,3765,2661,3570,83,1,1134,402,1099,0,0,0,0,0,0,0,314,305,0,0,106,6,29,98,116,4,0,51,3,16,0,0,0,0,0,0,0,629,634,14,3,557,15,497,288,399,8,0,135,28,142,256,321,0,0,134,4,117,106,128,1,0,35,9,58,3666,3687,26,2,1314,16,1444,1852,2349,12,0,284,38,270,26067,968,14,1543
27,MAHARASHTRA                                       ,2721  ,THANE                                             ,2012-13,5763,9071,536,20,56,874,86,0,3619,12363,636,13,4732,1579,4782,0,76,98,0,7,5,18,12,0,197,329,38,7,30,75,78,33,2224,4687,95,8,562,254,581,127,2858,6327,175,16,628,527,634,772,3004,7791,538,4,2363,1121,2751,600,523,1581,297,3,1132,412,759,97,9,28,9,0,21,20,8,1,0,2,2,0,2,1,3,2,0,0,0,0,0,0,0,0,3421,5807,417,9,2306,769,1990,5394,14938,737,29,2432,1641,2824,0,0,0,0,0,0,0,415,316,14,0,23,27,24,228,471,4,2,32,34,42,0,0,0,0,0,0,0,293,497,49,0,273,92,232,492,1092,31,7,211,93,252,1180,1311,63,3,305,146,284,375,641,26,1,168,67,167,1719,1772,79,0,260,196,306,1749,2901,39,9,190,193,217,42329,1515,17,2276
27,MAHARASHTRA                                       ,2708  ,WARDHA                                            ,2012-13,1667,1775,51,0,230,88,9,0,350,503,113,0,1845,506,1381,0,28,30,5,0,0,5,0,0,50,36,0,0,31,7,29,4,407,501,7,0,193,53,170,23,721,684,11,0,294,74,230,55,653,779,92,0,923,280,780,85,172,245,58,0,518,160,164,59,3,2,1,0,21,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1030,1196,66,0,1333,195,932,976,1051,103,0,648,384,444,0,0,0,0,0,0,0,15,29,0,0,59,4,11,24,32,0,0,35,16,3,0,0,0,0,0,0,0,174,196,13,0,200,26,129,159,160,18,0,97,38,65,68,98,3,0,76,9,58,52,75,4,0,56,10,32,417,444,2,0,386,21,300,444,357,0,0,190,40,130,8265,207,24,550
27,MAHARASHTRA                                       ,2706  ,WASHIM                                            ,2012-13,1352,2421,19,0,285,67,72,0,216,494,0,0,1793,144,747,0,0,0,0,0,0,0,0,0,63,69,0,0,50,11,10,2,370,611,3,0,197,12,77,28,555,897,0,0,313,46,168,73,488,999,8,0,1016,80,490,98,76,219,8,0,430,25,67,40,1,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,2028,14,0,1734,80,664,480,770,5,0,278,94,148,0,0,0,0,0,0,0,4,59,0,0,49,7,4,11,58,0,0,17,30,3,0,0,0,0,0,0,0,137,272,3,0,263,12,107,72,132,0,0,34,17,22,86,143,1,0,112,6,47,33,39,1,0,22,0,11,696,1181,5,0,375,21,219,258,419,3,0,46,15,31,7272,222,13,392
27,MAHARASHTRA                                       ,2714  ,YAVATMAL                                          ,2012-13,3086,6735,118,0,309,238,346,0,584,767,172,0,2599,332,1464,0,14,0,0,0,0,0,0,0,95,125,4,0,47,27,35,16,791,1632,31,0,255,65,213,108,1118,2131,37,0,454,95,301,493,1164,2446,98,0,1389,245,1021,385,248,573,111,0,604,100,147,117,8,9,6,0,6,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,4330,142,0,2076,298,1339,1164,2586,145,0,679,239,385,0,0,0,0,0,0,0,197,352,2,0,102,12,56,62,234,1,0,51,21,30,0,0,0,0,0,0,0,360,696,25,0,303,52,175,201,427,18,0,101,28,55,361,544,13,0,244,34,143,148,275,9,0,98,13,67,628,1029,5,0,191,26,162,247,643,1,0,74,11,40,15470,1044,15,301
14,MANIPUR                                           ,1404  ,BISHNUPUR                                         ,2012-13,384,344,0,10,56,222,161,0,176,458,10,21,0,740,27,0,0,43,0,0,0,10,0,0,2,2,0,0,0,0,0,0,68,69,0,0,0,34,7,3,159,150,1,2,0,129,11,2,274,534,3,26,12,642,146,9,53,78,6,3,43,152,21,0,4,7,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,466,6,21,40,572,104,281,374,4,10,16,392,83,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,26,54,0,0,2,25,1,15,25,0,1,2,16,2,10,18,0,0,3,22,0,11,27,0,0,1,27,1,69,52,0,8,0,42,11,52,36,0,2,0,27,7,943,2,20,457
14,MANIPUR                                           ,1409  ,CHANDEL                                           ,2012-13,942,84,68,0,22,177,22,0,114,223,51,9,0,260,17,0,0,0,0,0,0,0,0,0,33,8,0,0,0,5,1,0,97,58,6,0,0,15,0,0,257,70,12,3,0,64,0,10,599,151,46,4,1,252,28,5,66,19,48,2,21,87,10,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,173,76,6,12,248,27,571,134,42,3,10,178,12,0,0,0,0,0,0,0,2,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13,1,1,21,10,13,10,3,0,0,14,3,367,137,37,5,2,154,11,495,102,32,3,0,113,8,169,12,2,3,0,14,0,222,5,3,0,0,6,0,752,1,20,1107
14,MANIPUR                                           ,1403  ,CHURACHANDPUR                                     ,2012-13,1387,476,132,0,18,542,0,0,138,474,245,0,0,837,0,0,106,227,0,0,0,10,0,0,31,27,0,0,0,42,0,0,239,180,12,0,0,141,0,2,593,373,47,0,0,317,0,11,682,535,169,0,5,706,0,5,81,56,134,0,13,167,0,0,3,2,14,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,659,203,0,13,737,0,755,514,173,0,5,640,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,5,9,10,0,0,13,0,2,2,3,0,0,17,0,740,546,142,0,4,597,0,661,465,145,0,1,553,0,392,168,21,0,0,158,0,298,95,19,0,0,74,0,1000,2,14,1893
14,MANIPUR                                           ,1407  ,IMPHAL EAST                                       ,2012-13,1049,550,20,27,93,196,436,0,283,770,376,49,16,1490,136,0,7,66,0,0,0,0,0,0,34,10,0,0,0,1,0,1,187,61,1,0,4,35,3,22,298,205,17,11,0,155,28,88,594,718,156,58,40,869,430,306,180,208,185,5,61,350,104,86,8,11,11,0,4,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,487,154,42,43,583,242,707,726,216,32,66,837,329,0,0,0,0,0,0,0,13,92,9,1,0,111,1,24,81,17,1,0,155,0,0,0,0,0,0,0,0,29,28,2,0,0,13,4,19,23,4,0,0,9,2,20,51,9,0,1,47,1,26,85,17,0,0,114,5,152,50,0,4,0,26,18,126,60,0,3,0,14,8,2268,141,24,3541
14,MANIPUR                                           ,1406  ,IMPHAL WEST                                       ,2012-13,990,984,103,5,83,198,503,0,194,573,279,38,37,1576,140,0,32,23,13,0,0,77,0,0,26,23,1,0,0,9,0,0,125,70,2,3,2,37,6,8,253,214,13,2,0,190,16,54,617,925,195,23,37,998,538,226,139,218,162,2,80,380,75,115,12,12,4,1,1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,505,174,17,48,684,240,699,958,203,14,72,963,395,0,0,0,0,0,0,0,7,34,7,9,0,79,3,37,83,11,3,0,125,5,0,0,0,0,0,0,0,18,8,14,0,1,24,2,24,21,2,1,6,35,1,24,20,8,0,0,47,3,29,41,17,0,3,82,4,22,13,0,0,0,6,5,37,9,0,0,0,6,3,2663,123,44,316
14,MANIPUR                                           ,1401  ,SENAPATI                                          ,2012-13,2518,309,67,8,24,495,10,0,192,399,327,62,0,624,15,0,41,87,11,0,0,0,2,0,36,17,0,0,0,11,0,2,329,107,36,6,0,82,1,2,949,192,70,9,1,186,1,8,1303,411,219,50,3,697,24,16,116,51,79,2,20,125,1,0,11,5,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,461,236,41,16,624,24,1296,322,169,26,8,489,3,0,0,0,0,0,0,0,5,8,0,3,0,4,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,19,8,2,6,0,14,0,26,7,1,3,0,8,0,1158,321,156,27,1,410,16,1109,236,130,17,0,337,2,409,79,4,1,0,71,0,254,45,3,1,0,32,0,1418,3,17,706
14,MANIPUR                                           ,1402  ,TAMENGLONG                                        ,2012-13,1114,346,88,9,16,248,0,0,84,92,22,0,0,208,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,17,0,1,208,52,7,0,0,45,0,0,601,173,5,0,1,78,0,9,320,187,43,9,8,243,0,6,37,11,55,0,5,58,0,1,4,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,270,78,5,12,303,0,471,168,32,4,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,7,4,0,0,15,0,3,0,0,0,0,5,0,638,244,43,5,2,222,0,429,161,25,4,1,124,0,114,28,0,0,0,7,0,48,16,0,0,0,1,0,636,0,14,932
14,MANIPUR                                           ,1405  ,THOUBAL                                           ,2012-13,746,576,5,7,103,213,245,0,159,402,49,8,11,939,73,0,20,264,0,0,0,113,7,0,17,10,0,0,0,23,1,0,103,76,1,1,1,47,5,1,257,178,2,1,0,146,16,2,460,792,36,12,54,808,265,14,84,168,15,1,56,215,38,4,4,10,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,798,41,13,79,824,236,296,436,13,2,35,428,89,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,37,118,12,0,5,45,38,36,90,5,0,1,34,21,3,14,0,0,0,18,4,3,24,0,0,1,15,1,12,6,0,1,0,1,0,13,7,0,0,0,4,0,1256,8,25,48
14,MANIPUR                                           ,1408  ,UKHRUL                                            ,2012-13,1252,116,147,21,0,484,17,0,128,400,125,8,0,407,5,0,0,0,0,0,0,0,0,0,16,2,0,0,0,9,0,0,204,60,32,2,0,101,0,1,558,156,45,5,0,195,2,18,536,246,81,18,0,415,17,16,56,27,103,1,0,158,3,3,8,3,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,275,158,18,0,517,17,601,219,114,8,0,363,5,0,0,0,0,0,0,0,0,10,0,3,0,6,0,2,12,0,0,0,5,0,0,0,0,0,0,0,0,8,8,1,0,0,11,0,9,2,0,0,0,7,0,644,232,125,14,0,423,12,537,220,105,8,0,325,3,203,11,0,0,0,47,0,134,5,0,0,0,12,0,803,16,15,491
17,MEGHALAYA                                         ,1702  ,EAST GARO HILLS                                   ,2012-13,1834,0,0,1086,78,0,0,0,613,93,10,437,37,123,80,0,0,0,0,0,0,0,0,0,163,0,0,3,0,0,0,9,838,9,1,141,5,1,4,123,868,30,7,596,13,35,18,712,183,14,1,241,43,58,44,130,13,5,1,9,42,10,5,13,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,32,4,690,64,46,47,795,27,6,300,39,60,24,0,0,0,0,0,0,0,178,10,0,371,8,10,7,204,24,0,162,4,7,2,0,0,0,0,0,0,0,0,1,0,20,1,0,2,2,3,0,7,0,2,1,1436,35,2,991,40,35,38,987,42,5,438,40,51,22,635,3,1,468,0,0,0,358,0,1,176,0,0,1,1317,110,21,1248
17,MEGHALAYA                                         ,1706  ,EAST KHASI HILLS                                  ,2012-13,1479,64,147,2004,0,27,35,0,3035,326,328,553,558,521,489,0,13,0,0,0,0,0,0,0,382,5,0,15,0,3,4,4,973,28,2,103,3,8,12,5,1670,89,33,797,32,66,68,55,1334,237,235,1383,199,367,301,73,126,31,198,152,308,91,133,7,9,0,7,4,15,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1255,64,103,874,195,85,206,3239,326,372,1581,362,456,317,0,0,0,0,0,0,0,10,0,0,24,1,1,0,23,0,0,78,0,6,1,0,0,0,0,0,0,0,9,13,6,12,2,0,7,12,6,12,6,4,2,4,1160,44,56,825,91,61,107,3044,292,294,1584,255,353,218,864,20,2,597,1,8,20,1968,80,6,1044,13,22,26,3608,51,13,3537
17,MEGHALAYA                                         ,1707  ,JAINTIA HILLS                                     ,2012-13,2185,22,0,1154,135,21,22,0,952,117,43,381,24,26,76,0,157,56,0,3,0,0,0,0,296,12,0,5,0,0,2,5,762,9,0,94,2,0,1,28,1308,68,0,621,11,10,17,141,738,90,34,683,71,26,57,66,42,9,9,45,75,10,21,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,60,13,577,55,11,40,2354,128,30,874,104,35,58,0,0,0,0,0,0,0,30,1,0,30,0,0,0,118,6,0,57,0,1,0,0,0,0,0,0,0,0,4,4,0,9,3,0,2,10,1,0,4,1,2,1,806,40,9,555,35,9,31,2455,116,29,918,94,32,55,384,5,0,202,0,0,10,940,3,0,283,0,0,10,1655,25,7,2820
17,MEGHALAYA                                         ,1705  ,RI BHOI                                           ,2012-13,1029,10,38,702,19,0,12,0,790,116,0,422,0,61,37,0,0,0,0,0,0,0,0,0,165,2,0,5,0,0,0,17,372,21,1,66,0,3,3,10,863,43,2,512,0,21,12,32,330,50,31,470,4,28,32,33,25,7,4,37,11,4,2,4,4,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,29,24,506,11,16,27,989,96,14,590,6,40,22,0,0,0,0,0,0,0,13,1,0,12,1,1,0,47,0,0,16,1,4,0,0,0,0,0,0,0,0,12,1,4,9,2,0,4,14,2,1,7,1,3,2,740,26,11,442,1,9,17,1007,91,12,573,3,36,15,243,0,0,193,0,0,2,278,2,0,205,0,0,2,1081,14,23,271
17,MEGHALAYA                                         ,1703  ,SOUTH GARO HILLS                                  ,2012-13,1141,0,0,877,0,0,0,0,348,20,0,281,0,15,34,0,2,0,0,0,0,0,0,0,54,0,0,2,0,0,0,0,564,0,0,118,0,1,3,7,791,12,0,862,0,6,10,35,62,2,0,134,0,6,18,12,2,0,0,11,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,5,0,743,0,7,22,548,9,0,384,0,8,12,0,0,0,0,0,0,0,8,2,0,19,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,5,3,0,0,5,0,0,1,918,3,0,715,0,6,14,545,12,0,380,0,6,11,441,0,0,281,0,0,0,206,2,0,166,0,0,0,441,3,27,166
17,MEGHALAYA                                         ,1701  ,WEST GARO HILLS                                   ,2012-13,3167,0,0,1831,29,0,0,0,1515,269,0,1299,101,97,236,0,0,0,0,0,0,0,0,0,292,2,0,30,1,0,1,4,1553,29,0,526,2,8,15,69,2094,159,0,1554,24,36,36,446,461,63,0,593,60,39,134,98,41,6,0,61,37,13,41,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,110,0,1911,78,37,140,1966,149,0,854,46,59,87,0,0,0,0,0,0,0,132,6,0,236,2,0,4,107,4,0,129,4,1,5,0,0,0,0,0,0,0,62,4,0,44,6,7,2,35,8,0,30,2,1,4,2071,67,0,1366,44,16,53,1782,117,0,740,37,40,56,1376,12,0,1014,0,0,4,811,3,0,452,0,0,2,2016,108,19,2058
17,MEGHALAYA                                         ,1704  ,WEST KHASI HILLS                                  ,2012-13,1896,0,0,1790,35,0,28,0,2423,20,16,875,17,0,105,0,1,0,0,0,0,0,0,0,311,0,0,2,0,0,0,107,763,1,0,69,8,0,2,458,1016,12,6,402,5,0,15,1658,562,2,9,582,22,0,59,960,37,0,1,59,15,0,20,36,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,7,11,649,28,0,43,1227,8,5,466,24,0,54,0,0,0,0,0,0,0,680,2,0,810,0,0,19,949,3,0,740,0,0,17,0,0,0,0,0,0,0,2,0,0,23,0,0,0,6,0,0,6,0,0,0,2132,9,9,1409,20,0,53,2166,11,5,1196,22,0,69,656,1,0,433,0,0,6,500,1,0,341,0,0,5,1046,262,10,501
15,MIZORAM                                           ,1503  ,AIZAWL                                            ,2012-13,1309,634,0,1774,0,0,0,0,118,1204,0,118,0,0,0,0,14,0,0,0,0,0,0,0,181,24,0,110,0,0,0,38,407,107,0,124,0,0,0,134,231,421,0,214,0,0,0,299,250,728,0,912,0,0,0,623,37,133,0,73,0,0,0,110,1,6,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,541,0,926,0,0,0,720,871,0,510,0,0,0,0,7,0,3,0,0,0,111,136,0,193,0,0,0,223,283,0,260,0,0,0,0,0,0,0,0,0,0,5,12,0,5,0,0,0,3,15,0,3,0,0,0,470,632,0,1088,0,0,0,918,1107,0,755,0,0,0,87,11,0,168,0,0,0,136,13,0,93,0,0,0,2265,338,6,159
15,MIZORAM                                           ,1504  ,CHAMPHAI                                          ,2012-13,610,351,0,1027,0,0,0,0,28,265,0,7,0,0,0,0,0,9,0,0,0,0,0,0,26,0,0,37,0,0,0,11,119,5,0,41,0,0,0,206,100,12,0,138,0,0,0,483,65,19,0,333,0,0,0,608,6,13,0,13,0,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,36,0,411,0,0,0,143,10,0,144,0,0,0,5,3,0,8,0,0,0,145,286,0,207,0,0,0,177,290,0,264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,313,310,0,609,0,0,0,320,297,0,405,0,0,0,138,12,0,238,0,0,0,95,8,0,163,0,0,0,687,135,5,23
15,MIZORAM                                           ,1502  ,KOLASIB                                           ,2012-13,368,0,0,642,0,0,0,0,214,184,0,84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,0,0,0,16,128,3,0,23,0,0,0,85,75,26,0,68,0,0,0,279,40,32,0,207,0,0,0,395,10,2,0,27,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,39,0,238,0,0,0,163,24,0,103,0,0,0,0,0,0,10,0,0,0,123,59,0,215,0,0,0,190,62,0,160,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,8,3,0,2,0,0,0,224,92,0,422,0,0,0,334,75,0,246,0,0,0,60,0,0,147,0,0,0,74,0,0,61,0,0,0,449,108,0,0
15,MIZORAM                                           ,1507  ,LAWNGTLAI                                         ,2012-13,1241,137,0,1025,0,0,0,0,26,240,0,44,0,0,0,0,0,0,0,0,0,0,0,0,224,19,0,28,0,0,0,6,732,38,0,69,0,0,0,45,173,63,0,91,0,0,0,128,79,215,0,735,0,0,0,41,1,12,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,199,0,704,0,0,0,330,148,0,232,0,0,0,0,0,0,0,0,0,0,51,19,0,96,0,0,0,7,11,0,37,0,0,0,0,0,0,0,0,0,0,2,8,0,10,0,0,0,0,2,0,1,0,0,0,924,183,0,772,0,0,0,337,151,0,267,0,0,0,429,12,0,376,0,0,0,85,12,0,102,0,0,0,546,16,0,0
15,MIZORAM                                           ,1506  ,LUNGLEI                                           ,2012-13,1251,6,0,1361,0,0,0,0,409,79,0,361,0,0,0,0,3,0,0,2,0,0,0,0,142,0,0,56,0,0,0,17,489,5,0,165,0,0,0,64,511,20,0,319,0,0,0,132,355,29,0,877,0,0,0,147,26,3,0,92,0,0,0,12,2,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,25,0,976,0,0,0,745,32,0,539,0,0,0,1,0,0,0,0,0,0,68,12,0,114,0,0,0,70,16,0,95,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,4,0,0,1,0,0,0,833,37,0,1068,0,0,0,806,47,0,628,0,0,0,278,17,0,459,0,0,0,316,20,0,243,0,0,0,1283,80,9,587
15,MIZORAM                                           ,1501  ,MAMIT                                             ,2012-13,477,120,0,714,0,0,0,0,12,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,21,0,0,0,10,105,25,0,43,0,0,0,62,129,33,0,107,0,0,0,204,56,33,0,252,0,0,0,186,8,4,0,17,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,51,0,312,0,0,0,125,51,0,120,0,0,0,6,0,0,9,0,0,0,78,19,0,156,0,0,0,85,22,0,125,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,268,66,0,463,0,0,0,210,73,0,242,0,0,0,126,0,0,233,0,0,0,86,2,0,96,0,0,0,351,57,15,10
15,MIZORAM                                           ,1508  ,SAIHA                                             ,2012-13,575,254,0,449,0,0,0,0,14,188,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,23,0,0,0,2,302,94,0,86,0,0,0,55,129,82,0,58,0,0,0,42,53,167,0,230,0,0,0,90,1,13,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,190,0,322,0,0,0,198,171,0,78,0,0,0,3,6,0,1,0,0,0,40,31,0,38,0,0,0,20,44,0,20,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,1,0,1,0,0,0,367,202,0,359,0,0,0,218,198,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,15,0,0
15,MIZORAM                                           ,1505  ,SERCHHIP                                          ,2012-13,314,140,0,536,0,0,0,0,28,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,25,0,0,0,3,134,30,0,17,0,0,0,41,73,91,0,71,0,0,0,55,57,99,0,242,0,0,0,98,4,12,0,15,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,128,0,259,0,0,0,166,110,0,109,0,0,0,0,1,0,2,0,0,0,21,1,0,79,0,0,0,25,1,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,150,120,0,331,0,0,0,189,109,0,189,0,0,0,84,5,0,249,0,0,0,104,2,0,129,0,0,0,523,61,3,505
13,NAGALAND                                          ,1306  ,DIMAPUR                                           ,2012-13,1274,870,22,268,100,56,249,0,135,592,817,0,0,1345,35,0,0,0,0,0,0,0,0,0,41,56,9,14,9,12,12,5,165,223,39,19,9,71,32,18,688,429,138,89,4,302,48,49,398,651,423,126,43,884,155,55,61,64,215,13,32,105,26,12,0,5,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,479,338,129,47,585,114,784,949,493,134,52,792,151,0,0,0,0,0,0,8,26,16,4,2,0,13,8,30,18,4,3,1,11,3,0,0,0,0,0,0,0,12,21,43,6,2,40,2,14,34,59,8,0,48,1,567,403,98,118,36,256,104,780,828,279,127,50,543,143,9,4,1,0,0,0,1,16,19,1,0,0,0,0,1888,66,15,436
13,NAGALAND                                          ,1310  ,KIPHIRE                                           ,2012-13,337,0,0,107,11,0,98,0,25,84,10,0,0,87,0,0,0,0,0,0,0,0,0,0,78,2,0,24,0,0,18,7,121,21,0,25,0,3,17,15,113,14,0,13,0,24,13,16,33,26,8,40,7,27,35,33,2,6,2,1,0,4,5,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,34,6,86,6,34,75,91,35,4,19,1,25,13,0,0,0,0,0,0,0,9,10,0,1,3,17,5,5,5,0,1,1,11,5,0,0,0,0,0,0,0,1,1,0,8,1,0,5,0,1,0,1,1,0,0,264,29,2,66,0,20,60,96,33,4,19,0,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,29,12,26
13,NAGALAND                                          ,1307  ,KOHIMA                                            ,2012-13,966,0,16,290,150,59,189,0,111,199,828,0,10,807,0,0,0,0,0,0,0,0,0,0,46,1,4,20,0,15,6,0,152,16,20,34,2,53,14,0,475,71,117,44,7,162,20,0,348,103,437,145,48,501,115,0,53,8,262,45,99,132,31,1,3,0,1,2,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,467,77,268,169,66,319,105,610,122,576,121,93,547,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,4,16,3,3,1,15,0,0,17,0,459,68,151,152,48,198,89,597,115,485,120,89,452,83,115,0,2,19,0,2,2,93,0,4,10,0,1,2,1434,1,14,438
13,NAGALAND                                          ,1309  ,LONGLENG                                          ,2012-13,500,59,0,93,0,0,111,0,72,71,0,0,0,77,0,0,0,0,0,0,0,0,0,0,93,19,0,13,0,1,15,2,184,34,0,30,0,4,23,7,225,45,0,18,0,21,19,9,51,30,0,23,0,44,43,6,3,1,0,4,0,6,5,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,77,0,64,0,44,88,211,53,0,26,0,32,19,0,0,0,0,0,0,0,8,0,0,2,0,1,0,8,0,0,1,0,0,4,0,0,0,0,0,0,0,4,6,0,4,0,0,1,5,1,0,2,0,1,0,347,60,0,59,0,19,69,213,49,0,25,0,24,22,49,3,0,3,0,0,4,25,1,0,3,0,0,0,335,6,22,154
13,NAGALAND                                          ,1303  ,MOKOKCHUNG                                        ,2012-13,1465,9,15,322,152,0,463,0,50,188,253,0,0,228,9,0,0,0,0,0,0,0,0,0,44,7,2,18,3,3,16,8,242,12,10,33,6,12,49,16,582,51,36,55,2,45,63,38,537,84,119,182,50,124,268,75,46,16,83,21,85,28,53,9,4,0,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,78,99,149,65,87,270,821,92,154,160,87,129,183,0,0,0,0,0,0,0,22,8,3,7,0,4,10,38,19,12,6,0,8,9,0,0,0,0,0,0,0,4,2,6,0,0,2,6,6,3,10,0,0,3,6,647,53,54,147,64,63,249,852,96,145,166,87,114,184,74,0,0,12,0,4,11,89,0,0,12,0,8,6,1050,47,10,223
13,NAGALAND                                          ,1301  ,MON                                               ,2012-13,776,0,0,225,86,11,158,0,155,239,63,0,0,310,0,0,0,0,0,0,0,0,0,0,281,26,2,42,1,3,21,6,258,68,4,28,1,46,16,26,217,59,19,30,3,99,14,13,131,59,33,97,37,146,89,26,12,4,3,18,42,16,15,2,4,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,115,29,187,56,174,120,284,101,34,29,29,137,36,0,0,0,0,0,0,0,17,13,0,6,1,7,2,11,10,0,3,0,3,0,0,0,0,0,0,0,0,12,4,1,10,3,15,3,10,1,0,0,0,4,0,576,91,15,136,37,70,75,268,87,29,29,19,103,35,47,0,0,8,0,0,0,19,0,0,0,0,0,0,561,14,26,348
