,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2704  ,BULDANA                                           ,2013-14,2574,4612,0,7,360,53,351,0,666,1080,204,4,3522,355,1785,0,45,12,4,0,0,0,12,0,59,49,0,2,20,6,10,6,873,1423,4,0,474,21,195,12,1012,1531,32,4,469,56,384,93,1011,2145,100,4,1845,239,1305,64,227,504,68,1,993,73,227,39,0,6,3,0,36,7,9,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2255,4114,111,9,3213,184,1825,927,1545,96,2,625,218,308,0,0,0,0,0,0,0,70,25,1,0,26,3,11,33,20,0,0,18,3,4,0,0,0,0,0,0,0,301,463,12,3,396,21,270,124,204,15,0,78,21,48,153,210,4,0,169,6,144,41,59,3,0,32,5,18,1665,2771,15,2,677,27,673,575,866,2,0,135,30,116,15265,196,7,393
27,MAHARASHTRA                                       ,2713  ,CHANDRAPUR                                        ,2013-14,2400,3787,114,0,94,89,117,0,629,1049,531,10,2757,977,1531,0,160,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,548,670,20,1,191,49,147,10,1031,1304,51,2,396,143,262,119,1115,2018,279,6,1400,588,997,116,372,784,253,4,754,228,218,109,3,8,17,0,23,11,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1868,2953,261,9,2066,331,1181,1201,1833,359,4,700,688,446,0,0,0,0,0,0,0,69,37,7,0,57,17,13,51,19,18,0,28,30,8,0,0,0,0,0,0,0,368,626,74,3,353,78,232,247,432,56,3,117,156,76,382,509,21,2,247,37,141,123,168,13,0,85,25,70,1044,1552,19,0,436,86,425,499,809,21,0,95,100,114,13900,354,10,337
27,MAHARASHTRA                                       ,2702  ,DHULE                                             ,2013-14,3351,508,133,0,79,82,36,0,948,1413,487,0,3321,134,2658,0,16,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1264,400,68,0,328,33,227,20,1181,623,67,0,375,35,294,144,1451,687,302,0,1670,99,1716,99,254,155,169,0,957,43,415,62,3,5,1,0,15,1,7,0,1,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,2340,1081,475,0,2643,150,2155,1817,789,133,0,705,61,504,0,0,0,0,0,0,0,111,26,10,0,43,7,27,47,25,2,0,9,7,11,0,0,0,0,0,0,0,199,92,36,0,213,10,160,182,71,17,0,76,3,50,666,138,45,0,207,29,182,244,68,12,0,68,12,39,961,274,80,0,370,30,325,651,169,9,0,83,10,58,12783,296,9,179
27,MAHARASHTRA                                       ,2712  ,GADCHIROLI                                        ,2013-14,2302,2320,262,0,114,232,80,0,238,513,102,0,1603,518,515,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,417,556,52,0,116,79,29,6,876,900,79,0,167,197,97,240,845,1121,100,0,946,357,365,66,168,270,115,0,458,99,80,40,3,1,9,0,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1711,2002,294,0,1421,529,448,598,846,61,0,272,206,125,0,0,0,0,0,0,0,219,11,7,0,18,11,3,44,9,2,0,6,4,19,0,0,0,0,0,0,0,332,366,65,0,261,108,118,111,181,9,0,44,39,24,740,437,53,0,161,101,57,154,158,10,0,34,30,24,1311,1227,84,0,533,208,269,391,500,14,0,122,59,76,8077,237,15,98
27,MAHARASHTRA                                       ,2711  ,GONDIYA                                           ,2013-14,1352,2905,110,6,300,48,158,0,358,881,82,0,1906,292,640,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,849,24,2,200,29,85,27,532,1059,23,4,207,75,133,160,493,1380,55,0,1015,143,418,90,141,476,83,0,706,88,150,50,1,1,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,2547,103,4,1674,162,603,488,1218,83,2,464,174,184,0,0,0,0,0,0,0,155,17,2,0,41,3,8,56,10,4,0,27,1,3,0,0,0,0,0,0,0,230,432,26,1,319,35,116,97,221,23,1,90,34,52,134,173,14,0,119,8,42,52,77,5,0,35,2,12,488,744,6,0,156,20,81,156,295,3,0,44,7,21,8524,264,8,64
27,MAHARASHTRA                                       ,2716  ,HINGOLI                                           ,2013-14,1448,2685,23,4,48,34,392,0,378,542,39,0,908,56,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,725,5,0,95,22,128,28,601,918,10,0,120,10,117,143,622,1188,21,0,477,47,556,145,86,192,26,3,254,9,126,34,2,4,0,1,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1248,2270,53,4,849,64,729,462,758,9,0,100,24,200,0,0,0,0,0,0,0,81,161,0,0,6,0,19,35,38,0,0,1,2,8,0,0,0,0,0,0,0,183,378,10,1,127,15,117,44,84,2,0,11,4,30,123,220,7,0,36,2,50,21,48,1,0,6,1,12,520,865,12,0,42,0,90,166,260,1,0,4,0,20,6728,315,61,74
27,MAHARASHTRA                                       ,2703  ,JALGAON                                           ,2013-14,4597,3808,92,4,180,138,107,0,1653,1997,143,0,4277,367,5531,0,42,22,0,8,0,0,5,0,0,0,0,0,0,0,0,0,1539,1286,22,0,439,38,529,40,1914,1911,39,5,712,99,978,211,1915,1888,114,5,2142,185,3291,195,677,635,56,1,1061,145,766,96,7,6,2,0,9,1,7,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3690,3439,126,8,3425,237,4331,2363,2288,107,3,938,231,1242,0,0,0,0,0,0,0,169,66,1,1,65,14,48,70,34,1,0,29,23,22,0,0,0,0,0,0,0,438,410,16,1,366,23,462,279,269,11,0,133,27,143,327,260,7,1,201,20,274,146,125,4,0,62,9,108,2286,1824,24,0,571,22,952,1156,1013,33,0,163,5,211,22427,543,17,277
27,MAHARASHTRA                                       ,2718  ,JALNA                                             ,2013-14,2488,3523,0,25,45,0,488,0,695,894,58,0,1629,114,1465,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,428,747,5,0,113,0,155,47,1112,1592,9,0,184,16,265,307,1014,1479,18,7,916,36,1131,271,244,407,31,15,415,22,363,66,2,2,0,0,22,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1921,2897,39,20,1406,48,1549,879,1331,24,2,245,26,372,0,0,0,0,0,0,0,343,133,0,3,18,17,17,61,56,0,0,5,23,15,0,0,0,0,0,0,0,275,387,3,2,174,16,184,93,176,1,0,27,4,55,126,175,2,0,71,2,68,36,42,0,0,15,1,10,1207,1534,0,1,304,16,323,325,548,0,0,30,0,68,10718,588,5,102
27,MAHARASHTRA                                       ,2734  ,KOLHAPUR                                          ,2013-14,2951,7086,0,7,101,15,58,0,1428,1648,187,1,3834,447,4066,0,90,47,0,0,0,0,11,0,0,0,0,0,0,0,0,0,968,2031,1,1,415,26,502,42,1000,1306,6,1,295,66,379,208,1642,3607,138,3,1802,258,2304,211,551,1734,40,3,1260,109,868,116,8,15,2,0,41,3,8,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2189,5078,54,7,2770,170,2870,1980,3615,133,1,1046,292,1193,0,0,0,0,0,0,0,200,38,0,0,73,0,42,100,50,0,0,46,0,30,0,0,0,0,0,0,0,354,597,6,1,415,40,439,263,461,7,0,123,18,176,204,280,0,1,86,3,82,75,117,1,0,22,6,26,1207,2821,0,4,269,3,507,848,1775,0,1,152,4,252,21260,546,19,187
27,MAHARASHTRA                                       ,2728  ,LATUR                                             ,2013-14,1640,4035,0,15,75,674,29,0,1318,3355,74,0,3407,359,2529,0,0,0,3,0,0,0,0,0,186,347,1,0,49,50,85,4,1110,2588,1,3,547,248,407,23,675,1883,8,1,462,143,394,117,715,2035,37,7,1290,396,1183,85,142,476,21,4,1073,186,454,29,3,5,1,0,17,3,8,1,0,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1831,5016,46,14,2897,620,2057,1000,2321,23,1,546,407,475,0,0,0,0,0,0,0,96,22,3,0,34,5,21,31,31,5,0,5,1,5,0,0,0,0,0,0,0,277,586,2,0,353,69,274,118,254,3,0,62,43,53,97,256,1,1,118,34,98,51,89,0,0,24,17,18,640,1673,0,0,325,117,445,318,727,0,0,103,82,119,17044,241,6,75
27,MAHARASHTRA                                       ,2722  ,MUMBAI (SUBURBAN)                                 ,2013-14,1041,10138,0,0,0,0,811,0,10611,0,0,0,0,0,0,0,565,49,0,0,0,0,0,0,55,29,0,0,0,0,0,7,2626,2338,0,0,0,0,69,70,3920,2816,0,0,0,0,99,409,4211,3275,0,0,0,0,468,172,1042,1390,0,0,0,0,132,30,13,31,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1348,3661,0,0,0,0,365,10525,6221,0,0,0,0,403,0,0,0,0,0,0,0,51,150,0,0,0,0,23,293,155,0,0,0,0,20,0,0,0,0,0,0,0,116,382,0,0,0,0,65,659,828,0,0,0,0,49,52,217,0,0,0,0,26,135,207,0,0,0,0,13,618,2691,0,0,0,0,105,3595,4515,0,0,0,0,112,22331,671,9,3029
27,MAHARASHTRA                                       ,2723  ,MUMBAI II                                         ,2013-14,0,0,469,0,0,187,0,0,38,102,1806,50,8666,2955,15548,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,33,12,494,73,1094,0,3,14,152,11,836,180,2052,0,24,37,1016,22,3809,1847,9066,1,11,45,1039,5,3456,1001,3293,1,0,2,29,0,68,37,44,0,0,1,1,0,2,4,2,0,0,0,0,0,0,0,0,0,3,20,423,7,3094,390,4864,35,82,1852,43,5571,2752,10687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16,2,286,13,399,1,4,19,8,390,21,656,0,0,6,0,102,1,146,0,0,10,0,81,3,172,0,0,0,0,86,0,154,0,0,0,0,203,1,217,29818,2,5,141
27,MAHARASHTRA                                       ,2709  ,NAGPUR                                            ,2013-14,2955,3801,271,0,309,53,572,0,2904,4756,1767,0,6244,1350,4449,0,171,57,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1817,2425,43,0,726,98,552,48,1646,2181,167,0,783,138,780,182,1771,2778,815,0,2624,649,2579,283,599,1058,870,0,2220,392,999,211,9,30,58,0,76,9,25,3,1,5,6,0,4,0,3,0,0,0,0,0,0,0,0,0,2001,2485,388,0,3435,245,2505,3842,5992,1571,0,2998,1041,2433,0,0,0,0,0,0,0,79,26,15,0,61,15,30,108,111,64,0,59,106,53,0,0,0,0,0,0,0,339,372,82,0,541,38,435,672,1013,144,0,351,150,318,163,185,15,0,191,4,150,251,343,29,0,163,25,146,1273,1264,31,0,637,46,774,1357,1990,169,0,381,105,558,28479,673,21,1110
27,MAHARASHTRA                                       ,2715  ,NANDED                                            ,2013-14,3485,5204,121,18,7,1173,90,0,1290,3069,159,0,3286,403,2853,0,49,22,8,0,0,4,0,0,0,0,0,0,0,0,0,0,1157,2337,68,0,338,249,462,61,1158,1889,74,3,365,268,350,220,1911,3421,75,6,1484,723,1614,169,303,528,69,5,1058,307,447,67,5,16,1,0,11,7,9,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3278,5346,214,10,2759,1004,2315,1256,2846,74,4,499,550,568,0,0,0,0,0,0,0,240,68,0,3,32,14,25,50,35,0,1,3,12,35,0,0,0,0,0,0,0,546,770,47,5,397,170,339,198,360,10,2,51,64,68,282,382,15,1,144,108,130,69,135,7,0,30,36,41,1158,1434,15,3,221,118,249,281,619,5,0,29,72,36,20723,518,36,141
27,MAHARASHTRA                                       ,2701  ,NANDURBAR                                         ,2013-14,3071,1230,270,4,24,399,101,0,492,533,757,3,1962,414,1514,0,5,0,6,0,0,0,7,0,0,0,1,0,0,2,0,0,783,377,125,0,208,173,124,56,826,415,160,0,307,120,215,255,1401,762,514,5,937,364,990,198,279,121,160,1,445,102,252,66,4,1,1,0,6,0,3,2,0,0,0,0,2,0,3,0,0,2,1,1,21,0,0,1,2272,1132,728,4,1491,556,1258,1021,546,234,3,435,205,329,0,0,0,0,0,0,0,234,64,42,0,41,36,29,41,21,29,0,19,16,6,0,0,0,0,0,0,0,251,112,64,0,140,77,123,67,53,19,0,34,32,27,836,335,170,0,246,144,211,182,90,43,1,105,67,85,1102,442,79,0,234,68,231,414,199,29,0,53,16,47,10101,489,18,249
27,MAHARASHTRA                                       ,2720  ,NASHIK                                            ,2013-14,6896,6355,328,0,37,592,113,0,2076,3141,458,0,5414,587,5177,0,55,29,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2598,2438,92,0,508,204,534,75,2248,2467,26,0,723,188,693,421,2678,3513,363,0,2960,577,3211,388,761,1020,290,0,1151,198,759,121,7,7,6,0,14,3,11,4,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,4560,4645,325,0,3773,630,3291,3732,4802,452,0,1583,542,1923,0,0,0,0,0,0,0,505,38,8,0,73,15,41,230,40,1,0,22,1,35,0,0,0,0,0,0,0,423,416,24,0,355,63,274,329,389,17,0,128,33,170,1238,1173,49,0,400,137,362,366,459,25,0,138,29,164,1782,1596,41,0,420,145,573,1513,1841,52,0,195,96,382,30214,902,11,214
27,MAHARASHTRA                                       ,2729  ,OSMANABAD                                         ,2013-14,1706,3242,0,0,90,12,526,0,558,851,0,0,1581,118,1396,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,859,0,0,140,12,129,1,584,1060,0,0,164,27,202,40,850,1583,0,0,713,52,1173,51,234,593,0,0,630,34,412,18,1,1,0,0,6,1,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1451,2802,0,0,1392,94,1609,739,1295,0,0,264,32,312,0,0,0,0,0,0,0,59,5,0,0,11,2,1,24,2,0,0,4,2,0,0,0,0,0,0,0,0,194,354,0,0,199,13,238,79,152,0,0,37,11,34,107,159,0,0,65,0,95,33,51,0,0,12,0,15,944,1735,0,0,370,48,588,389,760,0,0,65,15,142,9978,105,6,68
27,MAHARASHTRA                                       ,2717  ,PARBHANI                                          ,2013-14,1456,3432,0,16,41,22,514,0,983,1700,16,0,1461,87,1512,0,0,0,0,0,0,0,0,0,95,147,2,0,26,15,38,5,507,1178,4,1,118,10,163,16,649,1340,3,5,180,21,210,124,888,1925,6,3,705,40,1105,140,137,470,0,3,426,23,418,67,1,8,1,1,7,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1505,3459,4,11,1182,84,1534,772,1610,12,2,280,25,407,0,0,0,0,0,0,0,121,38,0,3,32,0,51,41,25,0,0,8,0,34,0,0,0,0,0,0,0,201,414,1,1,169,11,200,62,167,0,0,24,5,47,106,247,0,0,54,4,96,47,61,0,0,15,1,22,532,1093,0,4,93,0,284,142,388,0,0,11,0,66,10760,315,25,52
27,MAHARASHTRA                                       ,2725  ,PUNE                                              ,2013-14,7099,8848,529,37,180,245,321,0,3628,7761,2289,0,9650,3087,6481,0,311,217,0,0,0,24,16,0,1,0,0,0,1,0,0,0,2059,2268,63,3,651,211,476,78,2492,3233,200,4,1106,434,747,519,4280,7104,1141,12,4047,1542,3718,631,1698,3516,1321,17,3595,1008,1720,526,27,53,57,0,71,23,31,15,0,2,5,0,6,7,2,2,0,0,0,0,0,0,0,0,4221,4241,618,8,5392,581,3672,6336,11935,2169,28,4085,2644,3022,0,0,0,0,0,0,0,239,87,8,0,151,38,44,242,563,23,1,202,93,80,0,0,0,0,0,0,0,584,563,65,2,795,61,498,677,1190,70,2,483,138,323,421,461,27,1,344,24,207,223,393,48,2,261,19,145,1657,1493,0,1,378,26,454,1925,3952,6,18,387,120,323,48627,1718,16,1890
27,MAHARASHTRA                                       ,2724  ,RAIGARH (MAHARASHTRA)                             ,2013-14,4504,3860,152,0,10,24,34,0,905,1210,759,0,3136,706,2220,0,108,118,0,0,10,22,8,0,13,10,4,0,11,1,12,0,996,1015,24,0,384,34,253,20,1794,1358,60,0,299,135,329,182,2040,2273,384,0,1546,414,1352,160,375,474,429,0,860,164,302,25,0,4,10,0,30,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2753,2238,189,0,1868,165,1359,2465,2896,722,0,1265,586,892,0,0,0,0,0,0,0,192,19,0,0,13,0,7,107,35,0,0,10,1,4,0,0,0,0,0,0,0,294,276,20,0,224,16,155,272,299,25,0,105,42,83,361,214,6,0,123,10,104,111,104,3,0,31,18,28,1999,1338,12,0,174,14,435,1302,1398,17,0,130,66,218,17021,357,12,132
27,MAHARASHTRA                                       ,2732  ,RATNAGIRI                                         ,2013-14,3544,4937,0,4,13,20,0,0,312,438,40,0,1817,38,1228,0,63,48,4,0,0,0,0,0,1,3,0,0,0,0,0,0,965,1480,1,0,171,3,114,10,1195,1227,11,1,169,5,180,65,1364,2107,19,3,803,30,718,97,297,546,13,0,641,11,192,32,3,11,0,0,9,2,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2358,2894,21,3,1297,26,830,1468,2480,23,1,497,25,379,0,0,0,0,0,0,0,46,24,0,0,22,2,11,47,25,0,0,14,5,8,0,0,0,0,0,0,0,345,450,2,2,181,1,106,174,282,1,0,57,2,37,208,187,0,0,61,1,49,61,81,0,0,13,0,16,1599,1818,0,3,169,3,172,906,1393,0,1,58,0,69,12167,178,9,47
27,MAHARASHTRA                                       ,2735  ,SANGLI                                            ,2013-14,2986,3744,0,0,21,0,59,0,901,1441,0,0,3958,182,3275,0,54,80,0,0,0,0,0,0,3,0,0,0,0,0,0,0,738,1028,0,0,226,7,264,9,926,937,0,0,328,26,348,113,1608,2343,0,0,1662,73,1958,179,541,864,0,0,1592,49,700,138,4,6,0,0,19,1,5,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2109,2381,0,0,2749,47,2237,1711,2797,0,0,1082,109,1039,0,0,0,0,0,0,0,72,29,0,0,67,9,31,49,58,0,0,81,17,27,0,0,0,0,0,0,0,346,391,0,0,357,7,332,210,334,0,0,126,7,134,185,129,0,0,110,0,111,71,78,0,0,35,1,28,2005,2192,0,0,973,6,1404,1433,2453,0,0,474,27,696,16248,433,10,987
27,MAHARASHTRA                                       ,2731  ,SATARA                                            ,2013-14,4510,4704,0,2,73,23,21,0,714,1083,266,0,3755,389,3694,0,115,80,0,0,0,4,8,0,0,0,0,0,0,0,0,0,1050,1281,4,0,236,30,317,18,1205,929,25,0,338,52,391,149,2335,3073,225,1,2993,297,2858,346,538,490,12,1,116,18,79,17,2,1,0,0,9,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2546,2785,122,1,2533,169,2543,2584,2990,144,1,1161,228,1103,0,0,0,0,0,0,0,112,15,0,0,78,3,45,97,77,0,0,56,16,32,0,0,0,0,0,0,0,404,387,19,0,294,25,347,328,358,10,0,155,16,119,285,193,3,0,179,2,164,125,90,4,0,57,4,43,2302,2358,8,1,845,40,1266,2163,2328,16,1,449,33,615,18905,525,9,566
27,MAHARASHTRA                                       ,2733  ,SINDHUDURG                                        ,2013-14,1923,2312,0,0,20,0,0,0,140,111,24,0,1242,221,870,0,32,11,0,3,0,0,0,0,1,0,0,0,2,0,2,0,287,444,0,0,86,3,67,2,545,386,11,0,113,58,108,27,994,1238,10,0,557,130,511,40,239,356,3,0,424,30,163,59,3,3,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1138,7,0,846,47,592,1019,1291,17,0,340,174,260,0,0,0,0,0,0,0,14,1,0,0,41,0,8,12,4,0,3,35,0,10,0,0,0,0,0,0,0,143,180,0,0,123,3,81,104,124,2,0,51,3,35,96,94,0,0,39,2,39,42,44,2,0,10,0,10,903,940,1,0,130,14,164,840,998,0,0,80,34,95,6698,128,3,377
27,MAHARASHTRA                                       ,2730  ,SOLAPUR                                           ,2013-14,5343,5681,23,2,58,25,103,0,1937,2828,366,0,6075,488,5092,0,42,8,0,0,0,0,0,0,44,109,1,0,10,2,24,8,1854,2131,17,0,603,41,454,41,1848,2207,54,0,700,51,673,284,2388,3001,165,2,2742,314,3015,292,741,988,140,0,1858,87,944,173,6,7,7,0,24,1,14,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4174,4845,130,2,4688,167,3992,2709,3599,254,0,1252,329,1132,0,0,0,0,0,0,0,318,36,4,0,125,5,43,121,37,1,0,68,12,28,0,0,0,0,0,0,0,651,593,22,1,581,12,504,307,394,17,0,149,25,133,276,308,4,0,144,4,142,100,136,5,0,42,7,59,3611,3831,47,2,1085,29,1490,2045,2752,17,0,309,142,433,27157,786,7,445
27,MAHARASHTRA                                       ,2721  ,THANE                                             ,2013-14,5799,7960,625,12,32,535,96,0,3857,13482,1633,33,5487,1969,5165,0,152,290,0,7,12,0,28,0,0,0,0,0,0,0,0,0,2236,4737,191,8,584,218,614,92,2795,6411,168,17,684,400,694,559,3439,8508,1036,22,2585,1273,3057,469,660,1739,797,3,1591,534,842,82,13,25,25,0,31,21,6,0,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,3497,5971,527,25,2552,673,2203,5647,15450,1690,25,2924,1776,3012,0,0,0,0,0,0,0,420,71,17,1,23,18,33,244,240,24,1,32,37,41,0,0,0,0,0,0,0,293,462,53,3,287,82,267,484,1141,51,3,226,71,262,1207,1257,65,6,317,132,321,397,616,22,2,180,67,177,1889,1803,11,5,187,68,236,1608,3066,26,1,186,58,240,45438,1076,15,739
27,MAHARASHTRA                                       ,2708  ,WARDHA                                            ,2013-14,1512,1660,18,0,214,49,8,0,518,661,167,0,1884,488,1367,0,17,23,0,4,0,0,0,0,50,20,0,0,15,1,7,2,399,476,4,0,93,26,131,5,624,587,6,0,238,46,183,29,745,910,92,4,1080,279,861,85,191,286,80,0,578,168,175,74,0,3,2,0,23,4,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1013,1205,59,4,1385,152,922,996,1077,125,0,642,373,439,0,0,0,0,0,0,0,14,11,0,0,43,5,12,24,51,1,0,28,7,2,0,0,0,0,0,0,0,165,194,10,1,204,25,130,140,183,16,0,93,34,62,77,82,2,0,69,9,57,52,66,2,0,49,7,24,585,596,0,0,218,9,329,530,437,0,0,203,18,151,8343,180,13,61
27,MAHARASHTRA                                       ,2706  ,WASHIM                                            ,2013-14,1316,2092,19,0,195,12,24,0,359,644,29,3,1955,240,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,545,5,0,170,21,63,14,535,806,3,1,286,29,170,89,562,1030,6,2,1097,135,513,105,101,264,6,0,518,36,71,40,3,1,0,0,17,1,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,1933,14,3,1793,117,663,497,720,6,0,295,105,154,0,0,0,0,0,0,0,13,29,11,0,45,11,8,24,54,17,0,17,19,2,0,0,0,0,0,0,0,153,246,7,0,268,18,106,74,116,0,0,39,11,21,83,127,4,0,102,9,48,33,40,2,0,21,5,10,892,1445,0,0,609,40,334,324,509,1,0,86,17,63,7441,250,14,451
27,MAHARASHTRA                                       ,2714  ,YAVATMAL                                          ,2013-14,3088,5539,90,9,228,152,263,0,761,1337,215,0,2905,469,1522,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1553,33,1,288,84,211,55,1076,1839,35,0,458,94,303,322,1344,2580,101,6,1548,296,1050,238,325,694,128,2,679,111,162,117,1,6,6,0,10,9,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2362,4196,150,6,2250,322,1345,1215,2476,153,3,734,272,389,0,0,0,0,0,0,0,208,115,1,0,101,12,34,87,95,1,0,48,15,17,0,0,0,0,0,0,0,392,622,27,1,321,57,170,213,388,20,0,104,28,49,383,508,13,3,245,30,153,140,266,9,0,107,15,61,1177,1573,25,5,211,56,307,434,957,6,3,72,19,81,15720,709,30,199
14,MANIPUR                                           ,1404  ,BISHNUPUR                                         ,2013-14,398,334,0,16,76,232,167,0,163,439,51,21,0,811,24,0,20,81,0,0,0,10,0,0,1,1,0,0,0,1,0,0,60,50,0,0,0,27,2,0,161,129,5,3,0,91,9,0,283,575,23,28,18,733,146,33,71,83,22,6,54,179,19,3,5,4,1,0,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,461,30,22,52,620,95,286,381,21,15,21,424,84,0,0,0,0,0,0,0,0,7,0,0,2,3,2,0,5,0,0,1,6,10,0,0,0,0,0,0,0,40,79,0,0,2,36,3,16,30,0,1,1,19,2,9,19,2,0,5,19,1,16,22,1,0,1,29,2,35,26,0,3,0,25,1,15,36,0,0,0,24,3,1095,36,24,134
14,MANIPUR                                           ,1409  ,CHANDEL                                           ,2013-14,940,75,73,33,25,183,15,0,100,250,51,7,0,399,25,0,0,0,0,0,0,0,0,0,23,3,0,0,0,7,0,0,96,29,5,2,0,21,1,0,240,95,12,5,0,108,0,0,615,176,47,31,0,304,35,9,61,21,55,2,25,131,4,0,5,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,177,86,21,14,314,24,571,148,35,19,11,262,16,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,15,14,10,4,1,38,6,18,7,3,0,0,14,2,353,136,44,17,2,198,10,491,112,25,19,0,185,8,205,17,2,3,0,24,1,217,13,0,0,0,11,0,893,9,14,1118
14,MANIPUR                                           ,1403  ,CHURACHANDPUR                                     ,2013-14,1358,487,164,14,19,547,0,0,130,466,252,0,0,915,0,0,98,226,0,0,0,8,0,0,32,15,0,0,0,13,0,0,172,162,8,0,0,105,0,2,568,346,33,2,0,255,0,8,728,568,192,9,7,871,0,33,81,67,160,3,12,159,0,9,1,3,16,0,0,36,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,837,643,221,9,13,770,0,748,523,188,5,6,669,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,1,5,3,0,0,19,0,0,0,0,0,0,0,0,5,9,12,0,0,12,0,1,1,3,0,0,4,0,697,539,145,9,2,628,0,655,472,160,5,1,600,0,244,84,30,0,0,68,0,168,53,27,0,0,33,0,1182,44,16,1126
14,MANIPUR                                           ,1407  ,IMPHAL EAST                                       ,2013-14,1045,579,45,22,101,173,443,0,263,711,563,55,57,1704,133,0,17,13,0,0,0,0,0,0,27,10,2,0,0,1,0,0,174,62,5,1,2,38,3,2,317,235,12,12,2,198,12,11,597,744,257,57,41,1131,429,78,193,214,310,6,87,452,99,17,14,9,16,0,22,13,6,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,597,494,224,36,69,737,242,725,780,381,40,86,1098,307,0,0,0,0,0,0,0,0,14,3,1,2,17,24,3,15,0,0,1,25,3,0,0,0,0,0,0,0,33,26,7,0,0,13,3,15,30,16,5,0,11,2,17,42,11,1,2,65,0,30,80,26,0,1,142,7,228,107,2,9,1,32,33,273,138,1,3,0,44,53,2622,67,24,1898
